"Note: The report represents net sales that are self-reported by retail marijuana licensees. Information is subject to change due to late reports, corrections or audit findings. This file will be updated by approximately the 10th business day of each month.       ",,,
Last Update: 04/06/2021,,,
,,,
License Number,Reporting Period, Total Sales , Excise Tax Due 
422796,2018-03," 61,784 "," 22,860 "
422817,2018-03," 103,050 "," 38,128 "
422827,2018-03, 107 , 40 
422944,2018-03," 110,161 "," 40,759 "
422954,2018-03," 52,953 "," 19,593 "
422992,2018-03," 234,303 "," 86,692 "
423000,2018-03," 276,932 "," 102,465 "
423036,2018-03," 43,372 "," 16,048 "
423096,2018-03," 202,926 "," 75,083 "
423203,2018-03," 110,635 "," 40,935 "
423224,2018-03," 177,708 "," 65,752 "
423372,2018-03," 375,485 "," 138,930 "
423379,2018-03," 1,032,587 "," 382,057 "
423390,2018-03," 99,131 "," 36,678 "
423402,2018-03," 361,501 "," 133,755 "
423413,2018-03," 576,265 "," 213,218 "
423492,2018-03," 466,018 "," 172,427 "
423536,2018-03," 296,234 "," 109,606 "
423542,2018-03," 133,372 "," 49,348 "
423571,2018-03," 316,252 "," 117,013 "
423634,2018-03," 253,728 "," 93,879 "
423754,2018-03," 259,290 "," 95,937 "
423775,2018-03," 69,698 "," 25,788 "
423784,2018-03," 254,397 "," 94,127 "
423829,2018-03," 233,803 "," 86,507 "
423885,2018-03," 99,387 "," 36,773 "
423977,2018-03," 86,119 "," 31,864 "
423993,2018-03," 56,321 "," 20,839 "
424057,2018-03," 213,003 "," 78,811 "
424117,2018-03," 82,440 "," 30,503 "
424190,2018-03," 105,064 "," 38,874 "
424257,2018-03," 149,436 "," 55,291 "
424273,2018-03," 40,622 "," 15,030 "
424311,2018-03," 621,480 "," 229,948 "
424473,2018-03," 170,756 "," 63,180 "
424599,2018-03," 44,033 "," 16,292 "
424647,2018-03," 89,116 "," 32,973 "
424747,2018-03," 656,716 "," 242,985 "
424751,2018-03," 606,424 "," 224,377 "
424848,2018-03," 423,577 "," 156,724 "
424877,2018-03," 16,192 "," 5,991 "
425068,2018-03," 179,214 "," 66,309 "
425128,2018-03," 2,992 "," 1,107 "
425185,2018-03," 12,074 "," 4,468 "
425273,2018-03," 239,392 "," 88,575 "
425362,2018-03," 223,931 "," 82,854 "
425507,2018-03," 108,712 "," 40,223 "
425539,2018-03," 592,158 "," 219,099 "
425585,2018-03," 88,171 "," 32,623 "
425686,2018-03," 94,933 "," 35,125 "
425925,2018-03," 284,065 "," 105,104 "
425965,2018-03," 124,452 "," 46,047 "
426039,2018-03," 243,618 "," 90,139 "
426050,2018-03," 57,812 "," 21,391 "
426125,2018-03," 540,119 "," 199,844 "
426284,2018-03," 14,480 "," 5,358 "
426563,2018-03," 490,046 "," 181,317 "
071368,2018-04," 405,083 "," 149,881 "
076189,2018-04," 24,625 "," 9,111 "
079013,2018-04," 235,797 "," 87,245 "
079720,2018-04," 151,329 "," 55,992 "
081400,2018-04," 92,874 "," 34,363 "
082587,2018-04," 541,796 "," 200,464 "
084045,2018-04," 423,251 "," 156,603 "
084130,2018-04," 21,622 "," 8,000 "
084154,2018-04," 117,331 "," 43,413 "
085059,2018-04, 929 , 344 
086054,2018-04," 53,830 "," 19,917 "
086823,2018-04," 131,665 "," 48,716 "
350641,2018-04," 47,647 "," 17,629 "
350766,2018-04," 182,463 "," 67,511 "
352673,2018-04," 227,937 "," 84,337 "
353260,2018-04," 44,337 "," 16,405 "
353928,2018-04," 335,283 "," 124,055 "
353993,2018-04," 41,921 "," 15,511 "
354876,2018-04," 198,349 "," 73,389 "
360307,2018-04," 430,489 "," 159,281 "
368015,2018-04, 12 , 5 
400209,2018-04," 50,625 "," 18,731 "
400772,2018-04," 214,717 "," 79,445 "
402039,2018-04," 268,208 "," 99,237 "
402780,2018-04," 106,674 "," 39,469 "
404933,2018-04," 39,233 "," 14,516 "
410273,2018-04," 1,047,541 "," 387,590 "
410332,2018-04," 171,472 "," 63,445 "
410798,2018-04," 136,287 "," 50,426 "
410831,2018-04," 342,948 "," 126,891 "
411970,2018-04," 120,641 "," 44,637 "
412066,2018-04," 56,032 "," 20,732 "
412370,2018-04," 165,553 "," 61,255 "
412466,2018-04," 100,292 "," 37,108 "
412490,2018-04," 409,529 "," 151,526 "
412494,2018-04," 703,781 "," 260,399 "
412921,2018-04," 133,988 "," 49,575 "
412922,2018-04," 151,583 "," 56,086 "
412923,2018-04," 783,152 "," 289,766 "
413258,2018-04," 262,302 "," 97,052 "
413314,2018-04," 175,428 "," 64,909 "
413319,2018-04," 158,581 "," 58,675 "
413358,2018-04," 1,084,276 "," 401,182 "
413363,2018-04," 387,569 "," 143,400 "
413366,2018-04," 131,049 "," 48,488 "
413369,2018-04," 489,813 "," 181,231 "
413372,2018-04," 268,537 "," 99,359 "
413374,2018-04," 221,963 "," 82,126 "
413385,2018-04," 48,815 "," 18,062 "
413407,2018-04," 77,334 "," 28,614 "
413414,2018-04," 84,574 "," 31,292 "
413420,2018-04," 402,008 "," 148,743 "
413426,2018-04," 291,913 "," 108,008 "
413427,2018-04," 146,398 "," 54,167 "
413428,2018-04," 99,119 "," 36,674 "
413481,2018-04," 211,996 "," 78,438 "
413492,2018-04," 122,141 "," 45,192 "
413519,2018-04," 144,424 "," 53,437 "
413529,2018-04," 61,151 "," 22,626 "
413530,2018-04," 24,048 "," 8,898 "
413534,2018-04," 169,222 "," 62,612 "
413541,2018-04," 181,825 "," 67,275 "
413544,2018-04," 159,911 "," 59,167 "
413550,2018-04," 193,624 "," 71,641 "
413551,2018-04," 121,924 "," 45,112 "
413558,2018-04," 342,399 "," 126,688 "
413570,2018-04," 379,822 "," 140,534 "
413586,2018-04," 94,797 "," 35,075 "
413596,2018-04," 75,309 "," 27,864 "
413600,2018-04," 72,841 "," 26,951 "
413677,2018-04," 93,016 "," 34,416 "
413683,2018-04," 605,139 "," 223,901 "
413692,2018-04," 294,684 "," 109,033 "
413702,2018-04," 43,570 "," 16,121 "
413727,2018-04," 162,078 "," 59,969 "
413729,2018-04," 96,156 "," 35,578 "
413732,2018-04," 304,426 "," 112,638 "
413739,2018-04," 468,875 "," 173,484 "
413762,2018-04," 142,276 "," 52,642 "
413773,2018-04," 131,632 "," 48,704 "
413791,2018-04," 347,576 "," 128,603 "
413798,2018-04," 127,419 "," 47,145 "
413801,2018-04," 52,552 "," 19,444 "
413802,2018-04," 89,195 "," 33,002 "
413803,2018-04," 249,253 "," 92,224 "
413805,2018-04," 1,914 ", 708 
413809,2018-04," 200,666 "," 74,247 "
413812,2018-04," 162,907 "," 60,276 "
413813,2018-04," 294,743 "," 109,055 "
413821,2018-04," 49,950 "," 18,482 "
413843,2018-04," 123,062 "," 45,533 "
413846,2018-04," 4,098 "," 1,516 "
413847,2018-04," 77,427 "," 28,648 "
413870,2018-04," 158,494 "," 58,643 "
413886,2018-04," 163,137 "," 60,361 "
413893,2018-04," 284,816 "," 105,382 "
413897,2018-04," 53,996 "," 19,978 "
413901,2018-04," 178,857 "," 66,177 "
413930,2018-04," 63,610 "," 23,536 "
413940,2018-04," 184,936 "," 68,426 "
413994,2018-04," 63,788 "," 23,601 "
414002,2018-04," 165,924 "," 61,392 "
414060,2018-04," 190,040 "," 70,315 "
414065,2018-04," 159,996 "," 59,199 "
414103,2018-04," 277,110 "," 102,531 "
414160,2018-04," 155,493 "," 57,532 "
414174,2018-04," 287,235 "," 106,277 "
414181,2018-04," 279,085 "," 103,261 "
414211,2018-04," 392,666 "," 145,286 "
414216,2018-04," 8,084 "," 2,991 "
414225,2018-04," 269,554 "," 99,735 "
414243,2018-04," 122,733 "," 45,411 "
414256,2018-04," 99,073 "," 36,657 "
414280,2018-04," 135,428 "," 50,108 "
414292,2018-04," 65,185 "," 24,119 "
414295,2018-04," 706,451 "," 261,387 "
414298,2018-04," 72,596 "," 26,860 "
414345,2018-04," 119,664 "," 44,276 "
414356,2018-04," 258,253 "," 95,553 "
414398,2018-04," 194,741 "," 72,054 "
414425,2018-04," 139,166 "," 51,491 "
414430,2018-04," 171,160 "," 63,329 "
414441,2018-04," 296,564 "," 109,729 "
414449,2018-04," 504,106 "," 186,519 "
414450,2018-04," 16,433 "," 6,080 "
414454,2018-04," 53,077 "," 19,638 "
414460,2018-04," 20,780 "," 7,689 "
414470,2018-04," 231,781 "," 85,759 "
414491,2018-04," 348,057 "," 128,781 "
414495,2018-04," 178,753 "," 66,139 "
414500,2018-04," 133,474 "," 49,385 "
414503,2018-04," 235,236 "," 87,037 "
414508,2018-04," 101,476 "," 37,546 "
414520,2018-04," 649,330 "," 240,252 "
414532,2018-04," 482,142 "," 178,393 "
414533,2018-04," 749,480 "," 277,308 "
414539,2018-04," 3,857 "," 1,427 "
414550,2018-04," 143,218 "," 52,991 "
414558,2018-04," 29,382 "," 10,872 "
414569,2018-04," 228,641 "," 84,597 "
414573,2018-04," 13,916 "," 5,149 "
414574,2018-04," 155,597 "," 57,571 "
414656,2018-04," 134,892 "," 49,910 "
414664,2018-04," 408,704 "," 151,221 "
414680,2018-04," 128,584 "," 47,576 "
414712,2018-04," 28,685 "," 10,613 "
414714,2018-04," 761,085 "," 281,601 "
414716,2018-04," 201,089 "," 74,403 "
414731,2018-04," 503,300 "," 186,221 "
414733,2018-04," 363,447 "," 134,475 "
414735,2018-04," 158,226 "," 58,544 "
414749,2018-04," 32,907 "," 12,176 "
414750,2018-04," 89,442 "," 33,094 "
414755,2018-04," 60,976 "," 22,561 "
414761,2018-04," 83,156 "," 30,768 "
414780,2018-04," 83,316 "," 30,827 "
414785,2018-04," 144,773 "," 53,566 "
414803,2018-04," 37,683 "," 13,943 "
414812,2018-04," 222,281 "," 82,244 "
414814,2018-04," 128,988 "," 47,725 "
414817,2018-04," 364,564 "," 134,889 "
414823,2018-04," 512,744 "," 189,715 "
414829,2018-04," 491,839 "," 181,980 "
414841,2018-04," 383,300 "," 141,821 "
414864,2018-04," 202,626 "," 74,972 "
414867,2018-04," 728,848 "," 269,674 "
414868,2018-04," 308,831 "," 114,267 "
414871,2018-04," 240,118 "," 88,844 "
414876,2018-04," 1,388,494 "," 513,743 "
414884,2018-04," 272,471 "," 100,814 "
414889,2018-04," 307,475 "," 113,766 "
414893,2018-04," 176,881 "," 65,446 "
414918,2018-04," 56,009 "," 20,723 "
414958,2018-04," 124,202 "," 45,955 "
414963,2018-04," 146,805 "," 54,318 "
414970,2018-04," 199,712 "," 73,893 "
414983,2018-04," 405,621 "," 150,080 "
415001,2018-04," 159,264 "," 58,928 "
415010,2018-04," 357,838 "," 132,400 "
415031,2018-04," 183,986 "," 68,075 "
415032,2018-04," 24,909 "," 9,216 "
415064,2018-04," 26,069 "," 9,645 "
415083,2018-04," 694,212 "," 256,858 "
415094,2018-04," 347,528 "," 128,585 "
415112,2018-04," 442,162 "," 163,600 "
415115,2018-04," 153,155 "," 56,667 "
415124,2018-04," 82,457 "," 30,509 "
415130,2018-04," 204,905 "," 75,815 "
415132,2018-04," 198,933 "," 73,605 "
415183,2018-04," 247,708 "," 91,652 "
415198,2018-04," 308,656 "," 114,203 "
415203,2018-04," 130,486 "," 48,280 "
415211,2018-04," 236,070 "," 87,346 "
415216,2018-04," 258,725 "," 95,728 "
415222,2018-04," 166,535 "," 61,618 "
415229,2018-04," 290,650 "," 107,541 "
415238,2018-04," 155,519 "," 57,542 "
415287,2018-04," 72,578 "," 26,854 "
415294,2018-04," 49,834 "," 18,439 "
415303,2018-04," 122,892 "," 45,470 "
415314,2018-04," 98,559 "," 36,467 "
415325,2018-04," 68,639 "," 25,397 "
415333,2018-04," 529,912 "," 196,068 "
415343,2018-04," 76,757 "," 28,400 "
415348,2018-04," 149,299 "," 55,241 "
415361,2018-04," 51,460 "," 19,040 "
415406,2018-04," 282,219 "," 104,421 "
415410,2018-04," 268,502 "," 99,346 "
415429,2018-04," 99,663 "," 36,875 "
415445,2018-04," 72,161 "," 26,700 "
415470,2018-04," 241,209 "," 89,247 "
415484,2018-04," 46,788 "," 17,312 "
415486,2018-04," 154,269 "," 57,080 "
415488,2018-04," 148,059 "," 54,782 "
415504,2018-04," 414,879 "," 153,505 "
415507,2018-04," 204,476 "," 75,656 "
415509,2018-04," 120,748 "," 44,677 "
415513,2018-04," 111,304 "," 41,182 "
415517,2018-04," 184,439 "," 68,242 "
415523,2018-04," 86,958 "," 32,174 "
415526,2018-04," 301,623 "," 111,601 "
415534,2018-04," 135,231 "," 50,036 "
415539,2018-04," 68,673 "," 25,409 "
415567,2018-04," 233,084 "," 86,241 "
415575,2018-04," 145,347 "," 53,778 "
415641,2018-04," 128,560 "," 47,567 "
415645,2018-04," 162,549 "," 60,143 "
415652,2018-04," 273,672 "," 101,259 "
415658,2018-04," 165,692 "," 61,306 "
416102,2018-04," 224,208 "," 82,957 "
416540,2018-04," 215,365 "," 79,685 "
417114,2018-04," 431,094 "," 159,505 "
417469,2018-04," 55,368 "," 20,486 "
417486,2018-04," 139,867 "," 51,751 "
417643,2018-04," 181,383 "," 67,112 "
417646,2018-04," 197,043 "," 72,906 "
417880,2018-04," 95,512 "," 35,339 "
419640,2018-04," 174,462 "," 64,551 "
420123,2018-04," 64,224 "," 23,763 "
420291,2018-04," 230,024 "," 85,109 "
420336,2018-04," 204,325 "," 75,600 "
420389,2018-04," 360,050 "," 133,218 "
420400,2018-04," 68,747 "," 25,436 "
420416,2018-04," 61,641 "," 22,807 "
420478,2018-04," 65,333 "," 24,173 "
420497,2018-04," 126,219 "," 46,701 "
420661,2018-04," 93,216 "," 34,490 "
420741,2018-04," 548,765 "," 203,043 "
420785,2018-04," 125,502 "," 46,436 "
420793,2018-04," 122,404 "," 45,290 "
420800,2018-04," 36,680 "," 13,572 "
420801,2018-04," 106,427 "," 39,378 "
420819,2018-04," 138,226 "," 51,144 "
420889,2018-04," 376,553 "," 139,325 "
420894,2018-04," 77,012 "," 28,495 "
420895,2018-04," 65,914 "," 24,388 "
420898,2018-04," 147,424 "," 54,547 "
420908,2018-04," 112,372 "," 41,578 "
420934,2018-04," 88,530 "," 32,756 "
421005,2018-04," 244,710 "," 90,543 "
421069,2018-04," 210,483 "," 77,879 "
421084,2018-04," 570,992 "," 211,267 "
421110,2018-04," 251,199 "," 92,944 "
421141,2018-04," 717,689 "," 265,545 "
421168,2018-04," 134,941 "," 49,928 "
421261,2018-04," 215,167 "," 79,612 "
421326,2018-04," 230,763 "," 85,382 "
421335,2018-04," 256,108 "," 94,760 "
421350,2018-04," 5,715 "," 2,115 "
421359,2018-04," 119,365 "," 44,165 "
421409,2018-04," 358,016 "," 132,466 "
421490,2018-04," 119,103 "," 44,068 "
421491,2018-04," 85,252 "," 31,543 "
421507,2018-04," 26,239 "," 9,708 "
421514,2018-04," 448,615 "," 165,988 "
421552,2018-04," 186,139 "," 68,871 "
421562,2018-04," 268,321 "," 99,279 "
421568,2018-04," 139,007 "," 51,433 "
421577,2018-04," 160,035 "," 59,213 "
421616,2018-04," 214,030 "," 79,191 "
421630,2018-04," 115,740 "," 42,824 "
421642,2018-04," 216,254 "," 80,014 "
421650,2018-04," 41,119 "," 15,214 "
421652,2018-04," 86,581 "," 32,035 "
421667,2018-04," 78,397 "," 29,007 "
421695,2018-04," 74,236 "," 27,467 "
421698,2018-04," 319,747 "," 118,306 "
421702,2018-04," 521,963 "," 193,126 "
421707,2018-04," 240,965 "," 89,157 "
421708,2018-04," 208,429 "," 77,119 "
421738,2018-04," 151,898 "," 56,202 "
421757,2018-04," 109,363 "," 40,464 "
421777,2018-04," 355,446 "," 131,515 "
421789,2018-04," 389,508 "," 144,118 "
421804,2018-04," 219,010 "," 81,034 "
421805,2018-04," 768,387 "," 284,303 "
421813,2018-04," 71,528 "," 26,465 "
421876,2018-04," 75,279 "," 27,853 "
421878,2018-04, 963 , 356 
421900,2018-04," 324,840 "," 120,191 "
421918,2018-04," 16,841 "," 6,231 "
421953,2018-04, 338 , 125 
422010,2018-04," 55,994 "," 20,718 "
422037,2018-04," 169,195 "," 62,602 "
422044,2018-04," 82,939 "," 30,687 "
422049,2018-04," 222,761 "," 82,421 "
422055,2018-04," 259,386 "," 95,973 "
422099,2018-04," 53,729 "," 19,880 "
422103,2018-04," 244,920 "," 90,620 "
422109,2018-04," 192,259 "," 71,136 "
422138,2018-04," 44,340 "," 16,406 "
422139,2018-04," 30,155 "," 11,157 "
422146,2018-04," 266,237 "," 98,508 "
422158,2018-04," 142,234 "," 52,627 "
422168,2018-04," 119,877 "," 44,354 "
422194,2018-04," 178,418 "," 66,015 "
422202,2018-04," 50,943 "," 18,849 "
422218,2018-04," 575,726 "," 213,019 "
422234,2018-04," 65,019 "," 24,057 "
422239,2018-04," 72,282 "," 26,744 "
422278,2018-04," 241,352 "," 89,300 "
422298,2018-04," 20,534 "," 7,597 "
422329,2018-04," 14,156 "," 5,238 "
422332,2018-04," 118,056 "," 43,681 "
422336,2018-04," 359,515 "," 133,020 "
422350,2018-04," 143,597 "," 53,131 "
422431,2018-04," 131,942 "," 48,819 "
422442,2018-04," 344,205 "," 127,356 "
422447,2018-04," 421,530 "," 155,966 "
422454,2018-04," 47,740 "," 17,664 "
422459,2018-04," 25,894 "," 9,581 "
422460,2018-04," 14,418 "," 5,334 "
422466,2018-04," 62,575 "," 23,153 "
422504,2018-04," 156,579 "," 57,934 "
422507,2018-04," 69,270 "," 25,630 "
422525,2018-04," 12,509 "," 4,628 "
422570,2018-04," 188,662 "," 69,805 "
422655,2018-04," 20,945 "," 7,750 "
422658,2018-04," 8,354 "," 3,091 "
422701,2018-04," 13,105 "," 4,849 "
422764,2018-04," 152,085 "," 56,272 "
422765,2018-04," 16,127 "," 5,967 "
422777,2018-04," 48,070 "," 17,786 "
422781,2018-04," 29,908 "," 11,066 "
422785,2018-04," 38,277 "," 14,162 "
422792,2018-04," 36,825 "," 13,625 "
422796,2018-04," 60,015 "," 22,206 "
422817,2018-04," 101,955 "," 37,723 "
422827,2018-04, 10 , 4 
422944,2018-04," 104,942 "," 38,829 "
422954,2018-04," 54,557 "," 20,186 "
422978,2018-04," 59,484 "," 22,009 "
422992,2018-04," 226,349 "," 83,749 "
423000,2018-04," 267,503 "," 98,976 "
423036,2018-04," 44,643 "," 16,518 "
423096,2018-04," 213,520 "," 79,002 "
423203,2018-04," 111,468 "," 41,243 "
423224,2018-04," 165,470 "," 61,224 "
423372,2018-04," 328,650 "," 121,601 "
423379,2018-04," 1,025,415 "," 379,404 "
423390,2018-04," 94,737 "," 35,053 "
423402,2018-04," 391,866 "," 144,990 "
423413,2018-04," 524,116 "," 193,923 "
423492,2018-04," 442,024 "," 163,549 "
423536,2018-04," 286,361 "," 105,954 "
423542,2018-04," 135,011 "," 49,954 "
423571,2018-04," 314,610 "," 116,406 "
423634,2018-04," 229,289 "," 84,837 "
423754,2018-04," 225,124 "," 83,296 "
423775,2018-04," 59,539 "," 22,029 "
423784,2018-04," 254,724 "," 94,248 "
423829,2018-04," 228,688 "," 84,615 "
423885,2018-04," 134,138 "," 49,631 "
423977,2018-04," 84,738 "," 31,353 "
423993,2018-04," 53,976 "," 19,971 "
424057,2018-04," 72,280 "," 26,744 "
424117,2018-04," 87,734 "," 32,462 "
424190,2018-04," 95,217 "," 35,230 "
424257,2018-04," 139,080 "," 51,460 "
424273,2018-04," 40,927 "," 15,143 "
424311,2018-04," 594,543 "," 219,981 "
424473,2018-04," 142,700 "," 52,799 "
424599,2018-04," 43,303 "," 16,022 "
424647,2018-04," 72,614 "," 26,867 "
424747,2018-04," 639,589 "," 236,648 "
424751,2018-04," 575,750 "," 213,027 "
424848,2018-04," 410,683 "," 151,953 "
424877,2018-04," 14,201 "," 5,254 "
425068,2018-04," 196,877 "," 72,845 "
425128,2018-04," 7,786 "," 2,881 "
425185,2018-04," 17,775 "," 6,577 "
425273,2018-04," 224,251 "," 82,973 "
425362,2018-04," 202,569 "," 74,951 "
425507,2018-04," 141,472 "," 52,345 "
425539,2018-04," 558,423 "," 206,616 "
425585,2018-04," 87,839 "," 32,501 "
425686,2018-04," 113,930 "," 42,154 "
425925,2018-04," 271,471 "," 100,444 "
426039,2018-04," 266,709 "," 98,682 "
426050,2018-04," 71,593 "," 26,490 "
426125,2018-04," 513,106 "," 189,849 "
426284,2018-04," 23,080 "," 8,540 "
426443,2018-04," 9,245 "," 3,421 "
426563,2018-04," 466,920 "," 172,760 "
426632,2018-04," 2,693 ", 996 
071368,2018-05," 410,001 "," 151,700 "
076189,2018-05," 25,964 "," 9,607 "
079013,2018-05," 251,570 "," 93,081 "
079720,2018-05," 145,590 "," 53,868 "
081400,2018-05," 98,987 "," 36,625 "
082587,2018-05," 542,584 "," 200,756 "
084045,2018-05," 415,990 "," 153,916 "
084130,2018-05," 7,684 "," 2,843 "
084154,2018-05," 120,265 "," 44,498 "
085059,2018-05, 690 , 255 
086054,2018-05," 60,949 "," 22,551 "
086823,2018-05," 128,526 "," 47,555 "
350641,2018-05," 66,815 "," 24,722 "
350766,2018-05," 189,848 "," 70,244 "
352673,2018-05," 235,348 "," 87,079 "
353260,2018-05," 46,372 "," 17,158 "
353928,2018-05," 350,962 "," 129,856 "
353993,2018-05," 43,721 "," 16,177 "
354876,2018-05," 200,620 "," 74,229 "
360307,2018-05," 425,324 "," 157,370 "
368015,2018-05, 46 , 17 
400209,2018-05," 69,566 "," 25,739 "
400772,2018-05," 216,487 "," 80,100 "
402039,2018-05," 269,714 "," 99,794 "
402780,2018-05," 118,100 "," 43,697 "
404933,2018-05," 84,197 "," 31,153 "
410273,2018-05," 1,120,252 "," 414,493 "
410332,2018-05," 170,319 "," 63,018 "
410798,2018-05," 142,878 "," 52,865 "
410831,2018-05," 355,708 "," 131,612 "
411970,2018-05," 127,839 "," 47,300 "
412066,2018-05," 54,674 "," 20,229 "
412370,2018-05," 156,972 "," 58,080 "
412466,2018-05," 103,090 "," 38,143 "
412490,2018-05," 411,266 "," 152,168 "
412494,2018-05," 714,443 "," 264,344 "
412921,2018-05," 135,131 "," 49,998 "
412922,2018-05," 150,512 "," 55,690 "
412923,2018-05," 787,859 "," 291,508 "
413258,2018-05," 266,146 "," 98,474 "
413314,2018-05," 175,113 "," 64,792 "
413319,2018-05," 170,900 "," 63,233 "
413358,2018-05," 1,070,438 "," 396,062 "
413363,2018-05," 392,828 "," 145,346 "
413366,2018-05," 142,143 "," 52,593 "
413369,2018-05," 472,590 "," 174,858 "
413372,2018-05," 283,150 "," 104,765 "
413374,2018-05," 215,047 "," 79,567 "
413385,2018-05," 49,400 "," 18,278 "
413407,2018-05," 80,111 "," 29,641 "
413414,2018-05," 91,181 "," 33,737 "
413420,2018-05," 422,329 "," 156,262 "
413426,2018-05," 292,548 "," 108,243 "
413427,2018-05," 157,169 "," 58,152 "
413428,2018-05," 97,564 "," 36,099 "
413481,2018-05," 217,896 "," 80,621 "
413492,2018-05," 122,445 "," 45,305 "
413519,2018-05," 148,479 "," 54,937 "
413529,2018-05," 59,076 "," 21,858 "
413530,2018-05," 28,941 "," 10,708 "
413534,2018-05," 177,784 "," 65,780 "
413541,2018-05," 183,015 "," 67,716 "
413544,2018-05," 156,580 "," 57,935 "
413550,2018-05," 182,832 "," 67,648 "
413551,2018-05," 132,971 "," 49,199 "
413558,2018-05," 362,612 "," 134,167 "
413570,2018-05," 366,866 "," 135,740 "
413586,2018-05," 103,389 "," 38,254 "
413596,2018-05," 71,250 "," 26,363 "
413600,2018-05," 82,290 "," 30,447 "
413677,2018-05," 96,181 "," 35,587 "
413683,2018-05," 622,880 "," 230,466 "
413692,2018-05," 313,661 "," 116,055 "
413702,2018-05," 43,702 "," 16,170 "
413727,2018-05," 173,885 "," 64,338 "
413729,2018-05," 100,746 "," 37,276 "
413732,2018-05," 281,470 "," 104,144 "
413739,2018-05," 470,583 "," 174,116 "
413762,2018-05," 145,017 "," 53,656 "
413773,2018-05," 128,393 "," 47,505 "
413791,2018-05," 350,740 "," 129,774 "
413798,2018-05," 132,923 "," 49,182 "
413801,2018-05," 51,248 "," 18,962 "
413802,2018-05," 90,983 "," 33,664 "
413803,2018-05," 256,150 "," 94,776 "
413805,2018-05," 5,055 "," 1,870 "
413809,2018-05," 207,450 "," 76,757 "
413812,2018-05," 157,278 "," 58,193 "
413813,2018-05," 300,241 "," 111,089 "
413821,2018-05," 46,339 "," 17,145 "
413843,2018-05," 131,335 "," 48,594 "
413846,2018-05," 3,565 "," 1,319 "
413847,2018-05," 77,911 "," 28,827 "
413870,2018-05," 170,315 "," 63,017 "
413886,2018-05," 165,112 "," 61,091 "
413893,2018-05," 300,938 "," 111,347 "
413897,2018-05," 55,977 "," 20,712 "
413901,2018-05," 183,961 "," 68,066 "
413930,2018-05," 67,540 "," 24,990 "
413994,2018-05," 68,346 "," 25,288 "
414002,2018-05," 173,588 "," 64,228 "
